city,priority,company,sector,fit_summary,contact_name,contact_title,email_status,contact_email,company_url,careers_url,current_opening_review,outreach_status,history_note,contact_source_url,verified_date
Stockholm,A,myflow,Software Development,"All-in-one SaaS for solopreneurs and small teams with a scalable product-led and partnership growth model.",Jacob Bryntesson,Chief Revenue Officer,Email needs sourcing,,http://www.myflow.se,https://myflow.io/team,Source data and available careers route reviewed on 30 July 2026; no suitable advertised role confirmed for Andrew at publication.,Ready for speculative outreach,"Newly approved after full 1,975-company audit",https://myflow.io/team,2026-07-30
Stockholm,A,QA tech,Software Development,"AI-led quality-assurance platform with international SaaS growth potential.",Daniel Mauno Petterson,CEO / CTO,Email needs sourcing,,https://qa.tech,https://qa.tech/careers,Source data and available careers route reviewed on 30 July 2026; no suitable advertised role confirmed for Andrew at publication.,Ready for speculative outreach,"Newly approved after full 1,975-company audit",https://qa.tech/about-us,2026-07-30
Stockholm,A,AVTECH Sweden,Airlines and Aviation,"Digital air-traffic and flight-optimisation products sold to airlines, airports and aviation partners globally.",Philip Nordfeldt,Chief Commercial Officer,Verified public direct email,philip.nordfeldt@avtech.aero,https://www.avtech.aero,https://www.avtech.aero/career,Source data and available careers route reviewed on 30 July 2026; no suitable advertised role confirmed for Andrew at publication.,Ready for speculative outreach,"Newly approved after full 1,975-company audit",https://www.avtech.aero/about,2026-07-30
Stockholm,A,Pronomic,Industrial Machinery Manufacturing,"International workplace-lifting company with modular premium products and a clear partner-sales model.",Mikael Berglund,Partner Sales,Verified public direct email,mikael.berglund@pronomic.com,https://www.pronomic.com,https://www.pronomic.com/career,Source data and available careers route reviewed on 30 July 2026; no suitable advertised role confirmed for Andrew at publication.,Ready for speculative outreach,"Newly approved after full 1,975-company audit",https://www.pronomic.com/contact,2026-07-30
Stockholm,A,Truvio,Software Development,"Microsoft-native finance, operations and commerce software with an embedded partner ecosystem.",Michael Teixeira,CEO,Email needs sourcing,,https://www.truvio.com,https://truvio.com/,Source data and available careers route reviewed on 30 July 2026; no suitable advertised role confirmed for Andrew at publication.,Ready for speculative outreach,"Newly approved after full 1,975-company audit",https://pacera.com/about-pacera/,2026-07-30
Stockholm,B,Anyfin,Financial Services,"Mission-led consumer fintech operating across Sweden, Germany, Finland and Norway.",Mikael Hussain,CEO & Co-founder,Email needs sourcing,,https://www.anyfin.com,https://career.anyfin.com/,Source data and available careers route reviewed on 30 July 2026; no suitable advertised role confirmed for Andrew at publication.,Ready - conditional second wave,"Newly approved after full 1,975-company audit",https://anyfin.com/en_SE/about,2026-07-30
Stockholm,A,Metapic,Advertising Services,"European creator-commerce platform connecting more than 100,000 creators with leading brands.",Viktor Wagström,CEO / legal representative,Email needs sourcing,,http://www.metapic.com,https://metapic.com/career,Source data and available careers route reviewed on 30 July 2026; no suitable advertised role confirmed for Andrew at publication.,Ready for speculative outreach,"Newly approved after full 1,975-company audit",https://metapic.com/impressum,2026-07-30
Stockholm,A,Mynt,Financial Services,"Corporate-card and spend-management platform with Nordic and international growth potential.",Baltsar Sahlin,CEO & Co-founder,Email needs sourcing,,https://mynt.com,https://career.mynt.com/,Source data and available careers route reviewed on 30 July 2026; no suitable advertised role confirmed for Andrew at publication.,Ready for speculative outreach,"Newly approved after full 1,975-company audit",https://www.mynt.com/en/about-us,2026-07-30
Stockholm,A,Pacera,Software Development,"Unified financial-close, consolidation and FP&A software for international finance teams.",Michael Teixeira,CEO,Email needs sourcing,,https://www.pacera.com,https://pacera.com/careers/,Source data and available careers route reviewed on 30 July 2026; no suitable advertised role confirmed for Andrew at publication.,Ready for speculative outreach,"Newly approved after full 1,975-company audit",https://pacera.com/about-pacera/,2026-07-30
Stockholm,A,SkySparc,Financial Services,"Global treasury and finance-transformation business combining consulting expertise with proprietary SaaS.",Victor Hallström,"Chief Revenue Officer, Corporate Treasury & Financial Institutions",Email needs sourcing,,https://www.skysparc.com,https://www.skysparc.com/careers,Source data and available careers route reviewed on 30 July 2026; no suitable advertised role confirmed for Andrew at publication.,Ready for speculative outreach,"Newly approved after full 1,975-company audit",https://www.skysparc.com/about,2026-07-30
